epoch,acc,loss
0,0.7370265169730543,0.5355748263280361
1,0.7411891364002585,0.5286363184046808
2,0.7444151667044532,0.5218963976295576
0,0.7119814226595343,0.574876673224979
1,0.726169017843041,0.5537068965297285
2,0.7289094090124713,0.5452052688419166
3,0.7330373400995185,0.5370743701197501
4,0.7389690726902426,0.5303157969530807
5,0.7413972675034279,0.524320354203696
6,0.746947426623398,0.5172321547706167
7,0.7505203418178318,0.5114032576188592
8,0.7525322746030084,0.5063630432956333
9,0.7562092551280527,0.5006675526651716
10,0.7593659081161477,0.49597072478348114
11,0.7606493826101123,0.4903784674351054
12,0.7657832799036641,0.48712099896309957
13,0.7669973772676126,0.48300838165953847
14,0.7688011789728803,0.4784760419695441
15,0.7712640621960039,0.4746773215280842
16,0.7737616338368195,0.4705215699157123
17,0.7754613701804627,0.4663968346899279
18,0.7765367134704626,0.4627956838310964
19,0.7787567772114924,0.4591286311137233
20,0.7795199240909728,0.456706753228311
21,0.7831275275945498,0.4528951748098909
22,0.7842028709155636,0.448671520710254
23,0.7871860816291157,0.44655527636787173
24,0.7874289011267166,0.4437227861419996
25,0.7888164408272358,0.4415395218303676
26,0.7896142763104917,0.4381916356835511
27,0.7904814886446384,0.4361749666786788
28,0.7923199789071605,0.4321369585799901
29,0.7941931576183885,0.42951874216118824
30,0.797731384147019,0.42823168784157695
31,0.7987373505706212,0.4241353836012905
32,0.7990495469966477,0.4238951684274136
33,0.8006105292508353,0.42106954880892006
34,0.8026571505002247,0.41776477568062437
35,0.8041140673307601,0.41571484682728727
36,0.8044956407162259,0.41286866725100024
37,0.8075135399094977,0.41067180608723436
38,0.8067503929834964,0.40890106590382264
39,0.807131966462004,0.4085619645385764
40,0.8095948496075929,0.4055788170027327
41,0.8110170779584085,0.40292204139526483
42,0.8109477009524482,0.40181493865171236
43,0.8114680283188208,0.39916503383331303
44,0.8109477008438993,0.39989699605597534
45,0.8152143857567836,0.3947953328618707
46,0.8133758956183172,0.39536903596912065
47,0.8146940584679458,0.39189992489638764
48,0.8174344495598413,0.3919345344826052
49,0.8162203522113998,0.3901347147412748
50,0.8169141221004269,0.38834305066138247
51,0.8193076282710693,0.3878870988268557
52,0.8199667097424045,0.3853789822337884
53,0.8205217256350178,0.3842425696979275
54,0.8206257911362048,0.38442582544365794
55,0.8207992335503105,0.38290471307063906
56,0.8204176601493377,0.38168631327720115
57,0.8202789061994448,0.3805801708569648
58,0.8212154955705657,0.3798754157390447
59,0.823400870723327,0.3777042685720909
60,0.8244762141063687,0.3754552041578573
61,0.824337460078941,0.3745291354097204
62,0.8241987061290481,0.37352488394007366
63,0.8252046724751155,0.37153871833091306
64,0.8256903114548103,0.37370260417863543
65,0.8275981786922788,0.3698986567044094
66,0.8266269008104242,0.3692079511302713
67,0.8277369325956508,0.3682355676078943
68,0.828742899050267,0.36830320580889214
